Mod:Item:MetaData, Localized Name
gregtech:fluid_pipe_nonuple:129, 九重铿铀流体管道
gregtech:fluid_pipe_nonuple:33, 九重铕流体管道
gregtech:fluid_pipe_nonuple:41, 九重金流体管道
gregtech:fluid_pipe_nonuple:50, 九重铱流体管道
gregtech:fluid_pipe_nonuple:55, 九重铅流体管道
gregtech:fluid_pipe_nonuple:124, 九重硅岩流体管道
gregtech:fluid_pipe_nonuple:127, 九重中子素流体管道
gregtech:fluid_pipe_nonuple:296, 九重铌钛合金流体管道
gregtech:fluid_pipe_nonuple:1012, 九重聚乙烯 (PE)流体管道
gregtech:fluid_pipe_nonuple:1010, 九重聚苯并咪唑 (PBI)流体管道
gregtech:fluid_pipe_nonuple:1016, 九重聚四氟乙烯 (PTFE)流体管道
gregtech:fluid_pipe_nonuple:2037, 九重粗青铜合金流体管道
gregtech:fluid_pipe_nonuple:323, 九重不锈钢流体管道
gregtech:fluid_pipe_nonuple:324, 九重钢流体管道
gregtech:fluid_pipe_nonuple:328, 九重锡铁合金流体管道
gregtech:fluid_pipe_nonuple:113, 九重钛流体管道
gregtech:fluid_pipe_nonuple:115, 九重钨流体管道
gregtech:fluid_pipe_nonuple:396, 九重碳化钨流体管道
gregtech:fluid_pipe_nonuple:2013, 九重钨钢流体管道
gregtech:fluid_pipe_nonuple:2036, 九重钒钢流体管道
gregtech:item_pipe_small:1007, 小型聚氯乙烯 (PVC)物品管道
gregtech:item_pipe_small:331, 小型哈氏合金物品管道
gregtech:item_pipe_small:23, 小型钴物品管道
gregtech:item_pipe_small:75, 小型锇物品管道
gregtech:item_pipe_small:344, 小型铱锇合金物品管道
gregtech:item_pipe_small:112, 小型锡物品管道
gregtech:item_pipe_small:69, 小型镍物品管道
gregtech:item_pipe_small:80, 小型铂物品管道
gregtech:item_pipe_small:277, 小型琥珀金物品管道
gregtech:item_pipe_small:302, 小型黑青铜物品管道
gregtech:item_pipe_small:290, 小型镁铝合金物品管道
gregtech:item_pipe_small:300, 小型标准纯银物品管道
gregtech:item_pipe_small:3, 小型镅物品管道
gregtech:item_pipe_small:274, 小型白铜物品管道
gregtech:item_pipe_small:259, 小型黄铜物品管道
gregtech:item_pipe_small:2014, 小型钴黄铜物品管道
gregtech:item_pipe_small:301, 小型玫瑰金物品管道
gregtech:item_pipe_normal:1007, 聚氯乙烯 (PVC)物品管道
gregtech:item_pipe_normal:331, 哈氏合金物品管道
gregtech:item_pipe_normal:23, 钴物品管道
gregtech:item_pipe_normal:75, 锇物品管道
gregtech:item_pipe_normal:344, 铱锇合金物品管道
gregtech:item_pipe_normal:112, 锡物品管道
gregtech:item_pipe_normal:69, 镍物品管道
gregtech:item_pipe_normal:80, 铂物品管道
gregtech:item_pipe_normal:277, 琥珀金物品管道
gregtech:item_pipe_normal:302, 黑青铜物品管道
gregtech:item_pipe_normal:290, 镁铝合金物品管道
gregtech:item_pipe_normal:300, 标准纯银物品管道
gregtech:item_pipe_normal:3, 镅物品管道
gregtech:item_pipe_normal:274, 白铜物品管道
gregtech:item_pipe_normal:259, 黄铜物品管道
gregtech:item_pipe_normal:2014, 钴黄铜物品管道
gregtech:item_pipe_normal:301, 玫瑰金物品管道
gregtech:item_pipe_large:1007, 大型聚氯乙烯 (PVC)物品管道
gregtech:item_pipe_large:331, 大型哈氏合金物品管道
gregtech:item_pipe_large:23, 大型钴物品管道
gregtech:item_pipe_large:75, 大型锇物品管道
gregtech:item_pipe_large:344, 大型铱锇合金物品管道
gregtech:item_pipe_large:112, 大型锡物品管道
gregtech:item_pipe_large:69, 大型镍物品管道
gregtech:item_pipe_large:80, 大型铂物品管道
gregtech:item_pipe_large:277, 大型琥珀金物品管道
gregtech:item_pipe_large:302, 大型黑青铜物品管道
gregtech:item_pipe_large:290, 大型镁铝合金物品管道
gregtech:item_pipe_large:300, 大型标准纯银物品管道
gregtech:item_pipe_large:3, 大型镅物品管道
gregtech:item_pipe_large:274, 大型白铜物品管道
gregtech:item_pipe_large:259, 大型黄铜物品管道
gregtech:item_pipe_large:2014, 大型钴黄铜物品管道
gregtech:item_pipe_large:301, 大型玫瑰金物品管道
gregtech:item_pipe_huge:1007, 巨型聚氯乙烯 (PVC)物品管道
gregtech:item_pipe_huge:331, 巨型哈氏合金物品管道
gregtech:item_pipe_huge:23, 巨型钴物品管道
gregtech:item_pipe_huge:75, 巨型锇物品管道
gregtech:item_pipe_huge:344, 巨型铱锇合金物品管道
gregtech:item_pipe_huge:112, 巨型锡物品管道
gregtech:item_pipe_huge:69, 巨型镍物品管道
gregtech:item_pipe_huge:80, 巨型铂物品管道
gregtech:item_pipe_huge:277, 巨型琥珀金物品管道
gregtech:item_pipe_huge:302, 巨型黑青铜物品管道
gregtech:item_pipe_huge:290, 巨型镁铝合金物品管道
gregtech:item_pipe_huge:300, 巨型标准纯银物品管道
gregtech:item_pipe_huge:3, 巨型镅物品管道
gregtech:item_pipe_huge:274, 巨型白铜物品管道
gregtech:item_pipe_huge:259, 巨型黄铜物品管道
gregtech:item_pipe_huge:2014, 巨型钴黄铜物品管道
gregtech:item_pipe_huge:301, 巨型玫瑰金物品管道
gregtech:item_pipe_small_restrictive:1007, 小型加固聚氯乙烯 (PVC)物品管道
gregtech:item_pipe_small_restrictive:331, 小型加固哈氏合金物品管道
gregtech:item_pipe_small_restrictive:23, 小型加固钴物品管道
gregtech:item_pipe_small_restrictive:75, 小型加固锇物品管道
gregtech:item_pipe_small_restrictive:344, 小型加固铱锇合金物品管道
gregtech:item_pipe_small_restrictive:112, 小型加固锡物品管道
gregtech:item_pipe_small_restrictive:69, 小型加固镍物品管道
gregtech:item_pipe_small_restrictive:80, 小型加固铂物品管道
gregtech:item_pipe_small_restrictive:277, 小型加固琥珀金物品管道
gregtech:item_pipe_small_restrictive:302, 小型加固黑青铜物品管道
gregtech:item_pipe_small_restrictive:290, 小型加固镁铝合金物品管道
gregtech:item_pipe_small_restrictive:300, 小型加固标准纯银物品管道
gregtech:item_pipe_small_restrictive:3, 小型加固镅物品管道
gregtech:item_pipe_small_restrictive:274, 小型加固白铜物品管道
gregtech:item_pipe_small_restrictive:259, 小型加固黄铜物品管道
gregtech:item_pipe_small_restrictive:2014, 小型加固钴黄铜物品管道
gregtech:item_pipe_small_restrictive:301, 小型加固玫瑰金物品管道
gregtech:item_pipe_normal_restrictive:1007, 加固聚氯乙烯 (PVC)物品管道
gregtech:item_pipe_normal_restrictive:331, 加固哈氏合金物品管道
gregtech:item_pipe_normal_restrictive:23, 加固钴物品管道
gregtech:item_pipe_normal_restrictive:75, 加固锇物品管道
gregtech:item_pipe_normal_restrictive:344, 加固铱锇合金物品管道
gregtech:item_pipe_normal_restrictive:112, 加固锡物品管道
gregtech:item_pipe_normal_restrictive:69, 加固镍物品管道
gregtech:item_pipe_normal_restrictive:80, 加固铂物品管道
gregtech:item_pipe_normal_restrictive:277, 加固琥珀金物品管道
gregtech:item_pipe_normal_restrictive:302, 加固黑青铜物品管道
gregtech:item_pipe_normal_restrictive:290, 加固镁铝合金物品管道
gregtech:item_pipe_normal_restrictive:300, 加固标准纯银物品管道
gregtech:item_pipe_normal_restrictive:3, 加固镅物品管道
gregtech:item_pipe_normal_restrictive:274, 加固白铜物品管道
gregtech:item_pipe_normal_restrictive:259, 加固黄铜物品管道
gregtech:item_pipe_normal_restrictive:2014, 加固钴黄铜物品管道
gregtech:item_pipe_normal_restrictive:301, 加固玫瑰金物品管道
gregtech:item_pipe_large_restrictive:1007, 大型加固聚氯乙烯 (PVC)物品管道
gregtech:item_pipe_large_restrictive:331, 大型加固哈氏合金物品管道
gregtech:item_pipe_large_restrictive:23, 大型加固钴物品管道
gregtech:item_pipe_large_restrictive:75, 大型加固锇物品管道
gregtech:item_pipe_large_restrictive:344, 大型加固铱锇合金物品管道
gregtech:item_pipe_large_restrictive:112, 大型加固锡物品管道
gregtech:item_pipe_large_restrictive:69, 大型加固镍物品管道
gregtech:item_pipe_large_restrictive:80, 大型加固铂物品管道
gregtech:item_pipe_large_restrictive:277, 大型加固琥珀金物品管道
gregtech:item_pipe_large_restrictive:302, 大型加固黑青铜物品管道
gregtech:item_pipe_large_restrictive:290, 大型加固镁铝合金物品管道
gregtech:item_pipe_large_restrictive:300, 大型加固标准纯银物品管道
gregtech:item_pipe_large_restrictive:3, 大型加固镅物品管道
gregtech:item_pipe_large_restrictive:274, 大型加固白铜物品管道
gregtech:item_pipe_large_restrictive:259, 大型加固黄铜物品管道
gregtech:item_pipe_large_restrictive:2014, 大型加固钴黄铜物品管道
gregtech:item_pipe_large_restrictive:301, 大型加固玫瑰金物品管道
gregtech:item_pipe_huge_restrictive:1007, 巨型加固聚氯乙烯 (PVC)物品管道
gregtech:item_pipe_huge_restrictive:331, 巨型加固哈氏合金物品管道
gregtech:item_pipe_huge_restrictive:23, 巨型加固钴物品管道
gregtech:item_pipe_huge_restrictive:75, 巨型加固锇物品管道
gregtech:item_pipe_huge_restrictive:344, 巨型加固铱锇合金物品管道
gregtech:item_pipe_huge_restrictive:112, 巨型加固锡物品管道
gregtech:item_pipe_huge_restrictive:69, 巨型加固镍物品管道
gregtech:item_pipe_huge_restrictive:80, 巨型加固铂物品管道
gregtech:item_pipe_huge_restrictive:277, 巨型加固琥珀金物品管道
gregtech:item_pipe_huge_restrictive:302, 巨型加固黑青铜物品管道
gregtech:item_pipe_huge_restrictive:290, 巨型加固镁铝合金物品管道
gregtech:item_pipe_huge_restrictive:300, 巨型加固标准纯银物品管道
gregtech:item_pipe_huge_restrictive:3, 巨型加固镅物品管道
gregtech:item_pipe_huge_restrictive:274, 巨型加固白铜物品管道
gregtech:item_pipe_huge_restrictive:259, 巨型加固黄铜物品管道
gregtech:item_pipe_huge_restrictive:2014, 巨型加固钴黄铜物品管道
gregtech:item_pipe_huge_restrictive:301, 巨型加固玫瑰金物品管道
gregtech:hermetic_casing:0, 密封外壳 I
gregtech:hermetic_casing:1, 密封外壳 II
gregtech:hermetic_casing:2, 密封外壳 III
gregtech:hermetic_casing:3, 密封外壳 IV
gregtech:hermetic_casing:4, 密封外壳 V
gregtech:hermetic_casing:5, 密封外壳 VI
gregtech:hermetic_casing:6, 密封外壳 VII
gregtech:hermetic_casing:7, 密封外壳 VIII
gregtech:hermetic_casing:8, 密封外壳 IX
gregtech:cleanroom_casing:0, Plascrete
gregtech:cleanroom_casing:1, Filter Casing
gregtech:cleanroom_casing:2, Sterilizing Filter Casing
gregtech:boiler_casing:0, 青铜管道方块
gregtech:boiler_casing:1, 钢管道方块
gregtech:boiler_casing:2, 钛管道方块
gregtech:boiler_casing:3, 钨钢管道方块
gregtech:boiler_casing:4, 聚四氟乙烯管道方块
gregtech:boiler_firebox_casing:0, 青铜燃烧室
gregtech:boiler_firebox_casing:1, 钢燃烧室
gregtech:boiler_firebox_casing:2, 钛燃烧室
gregtech:boiler_firebox_casing:3, 钨钢燃烧室
gregtech:metal_casing:0, 青铜机器外壳
gregtech:metal_casing:1, 耐火砖
gregtech:metal_casing:2, 殷钢隔热机械方块
gregtech:metal_casing:3, 铝防冻机械方块
gregtech:metal_casing:4, 脱氧钢机械方块
gregtech:metal_casing:5, 洁净不锈钢机械方块
gregtech:metal_casing:6, 加强钛机械方块
gregtech:metal_casing:7, 强化钨钢机械方块
gregtech:metal_casing:8, 焦炉砖块
gregtech:metal_casing:9, 聚四氟乙烯化学惰性机械方块
gregtech:metal_casing:10, 坚固高速钢-E机械方块
gregtech:turbine_casing:0, 青铜齿轮机械方块
gregtech:turbine_casing:1, 钢齿轮机械方块
gregtech:turbine_casing:2, 不锈钢齿轮机械方块
gregtech:turbine_casing:3, 钛齿轮机械方块
gregtech:turbine_casing:4, 钨钢齿轮机械方块
gregtech:turbine_casing:5, 钢涡轮机械方块
gregtech:turbine_casing:6, 钛涡轮机械方块
gregtech:turbine_casing:7, 不锈钢涡轮机械方块
gregtech:turbine_casing:8, 钨钢涡轮机械方块
gregtech:machine_casing:0, ULV机械外壳
gregtech:machine_casing:1, LV机械外壳
gregtech:machine_casing:2, MV机械外壳
gregtech:machine_casing:3, HV机械外壳
gregtech:machine_casing:4, EV机械外壳
gregtech:machine_casing:5, IV机械外壳
gregtech:machine_casing:6, LuV机械外壳
gregtech:machine_casing:7, ZPM机械外壳
gregtech:machine_casing:8, UV机械外壳
gregtech:machine_casing:9, UHV机械外壳
gregtech:steam_casing:0, 青铜外壳
gregtech:steam_casing:1, 砖砌青铜外壳
gregtech:steam_casing:2, 钢外壳
gregtech:steam_casing:3, 砖砌锻铁外壳
gregtech:steam_casing:4, 木质泵平台
gregtech:steam_casing:5, 木质墙
gregtech:multiblock_casing:0, 引擎进气口机械方块
gregtech:multiblock_casing:1, 终极引擎进气口机械方块
gregtech:multiblock_casing:2, 栅格机械方块
gregtech:multiblock_casing:3, 装配线外壳
gregtech:multiblock_casing:4, 装配线方块
gregtech:transparent_casing:0, 强化玻璃
gregtech:transparent_casing:1, 聚变反应堆玻璃
gregtech:transparent_casing:2, 夹层玻璃
gregtech:transparent_casing:3, Cleanroom Glass
gregtech:wire_coil:0, 白铜线圈方块
gregtech:wire_coil:1, 坎塔尔合金线圈方块
gregtech:wire_coil:2, 镍铬合金线圈方块
gregtech:wire_coil:3, 钨钢线圈方块
gregtech:wire_coil:4, 高速钢-G线圈方块
gregtech:wire_coil:5, 硅岩线圈方块
gregtech:wire_coil:6, 三元金属线圈方块
gregtech:wire_coil:7, 三钛合金线圈方块
gregtech:fusion_casing:0, 超导线圈方块
gregtech:fusion_casing:1, 聚变线圈方块
gregtech:fusion_casing:2, 聚变机械方块
gregtech:fusion_casing:3, 聚变机械方块 MK II
gregtech:fusion_casing:4, 聚变机械方块 MK III
gregtech:warning_sign:0, 黄色路障方块
gregtech:warning_sign:1, 黄色路障方块
gregtech:warning_sign:2, 辐射危险警示方块
gregtech:warning_sign:3, 生化危险警示方块
gregtech:warning_sign:4, 爆炸危险警示方块
gregtech:warning_sign:5, 易燃危险警示方块
gregtech:warning_sign:6, 强酸危险警示方块
gregtech:warning_sign:7, 魔力危险警示方块
gregtech:warning_sign:8, 低温危险警示方块
gregtech:warning_sign:9, 噪声危险警示方块
gregtech:warning_sign:10, 通用危险警示方块
gregtech:warning_sign:11, 高压危险警示方块
gregtech:warning_sign:12, 磁性危险警示方块
gregtech:warning_sign:13, 反物质危险警示方块
gregtech:warning_sign:14, 高温危险警示方块
gregtech:warning_sign:15, 虚空危险警示方块
gregtech:warning_sign_1:0, 刷怪笼危险警示方块
gregtech:warning_sign_1:1, 空间存储警示方块
gregtech:warning_sign_1:2, 激光危险警示方块
gregtech:warning_sign_1:3, 怪物侵扰警示方块
gregtech:warning_sign_1:4, BOSS 危险警示方块
gregtech:warning_sign_1:5, 格雷化警示方块
gregtech:warning_sign_1:6, 非标准因果关系警示方块
gregtech:warning_sign_1:7, 自动防御警示方块
gregtech:warning_sign_1:8, 高压危险警示方块
gregtech:asphalt:0, 沥青
gregtech:stone_smooth:0, 黑色花岗岩
gregtech:stone_smooth:1, 红花岗岩
gregtech:stone_smooth:2, 大理石
gregtech:stone_smooth:3, 玄武岩
gregtech:stone_smooth:4, 浅色混凝土
gregtech:stone_smooth:5, 深色混凝土
gregtech:stone_cobble:0, 裂纹黑花岗岩
gregtech:stone_cobble:1, 裂纹红花岗岩
gregtech:stone_cobble:2, 裂纹大理石
gregtech:stone_cobble:3, 裂纹玄武岩
gregtech:stone_cobble:4, 裂纹浅色混凝土
gregtech:stone_cobble:5, 裂纹深色混凝土
gregtech:stone_cobble_mossy:0, 苔藓黑花岗岩
gregtech:stone_cobble_mossy:1, 苔藓红花岗岩
gregtech:stone_cobble_mossy:2, 苔藓大理石
gregtech:stone_cobble_mossy:3, 苔藓玄武岩
gregtech:stone_cobble_mossy:4, 苔藓浅色混凝土
gregtech:stone_cobble_mossy:5, 苔藓深色混凝土
gregtech:stone_polished:0, 磨制黑花岗岩
gregtech:stone_polished:1, 磨制红花岗岩
gregtech:stone_polished:2, 磨制大理石
gregtech:stone_polished:3, 磨制玄武岩
gregtech:stone_polished:4, 磨制浅色混凝土
gregtech:stone_polished:5, 磨制深色混凝土
gregtech:stone_bricks:0, 黑花岗岩砖
gregtech:stone_bricks:1, 红花岗岩砖
gregtech:stone_bricks:2, 大理石砖
gregtech:stone_bricks:3, 玄武岩砖
gregtech:stone_bricks:4, 浅色混凝土砖
gregtech:stone_bricks:5, 深色混凝土砖
gregtech:stone_bricks_cracked:0, 裂纹黑花岗岩砖
gregtech:stone_bricks_cracked:1, 裂纹红花岗岩砖
gregtech:stone_bricks_cracked:2, 裂纹大理石砖
gregtech:stone_bricks_cracked:3, 裂纹玄武岩砖
gregtech:stone_bricks_cracked:4, 裂纹浅色混凝土砖
gregtech:stone_bricks_cracked:5, 裂纹深色混凝土砖
gregtech:stone_bricks_mossy:0, 苔藓黑花岗岩砖
gregtech:stone_bricks_mossy:1, 苔藓红花岗岩砖
gregtech:stone_bricks_mossy:2, 苔藓大理石砖
gregtech:stone_bricks_mossy:3, 苔藓玄武岩砖
gregtech:stone_bricks_mossy:4, 苔藓浅色混凝土砖
gregtech:stone_bricks_mossy:5, 苔藓深色混凝土砖
gregtech:stone_chiseled:0, 錾制黑花岗岩
gregtech:stone_chiseled:1, 錾制红花岗岩
gregtech:stone_chiseled:2, 錾制大理石
gregtech:stone_chiseled:3, 錾制玄武岩
gregtech:stone_chiseled:4, 錾制浅色混凝土
gregtech:stone_chiseled:5, 錾制深色混凝土
gregtech:stone_tiled:0, 黑花岗岩瓷砖
gregtech:stone_tiled:1, 红花岗岩瓷砖
gregtech:stone_tiled:2, 大理石瓷砖
gregtech:stone_tiled:3, 玄武岩瓷砖
gregtech:stone_tiled:4, 浅色混凝土瓷砖
gregtech:stone_tiled:5, 深色混凝土瓷砖
gregtech:stone_tiled_small:0, 小块黑花岗岩瓷砖
gregtech:stone_tiled_small:1, 小块红花岗岩瓷砖
gregtech:stone_tiled_small:2, 小块大理石瓷砖
gregtech:stone_tiled_small:3, 小块玄武岩瓷砖
gregtech:stone_tiled_small:4, 小块浅色混凝土瓷砖
gregtech:stone_tiled_small:5, 小块深色混凝土瓷砖
gregtech:stone_bricks_small:0, 小块黑花岗岩砖
gregtech:stone_bricks_small:1, 小块红花岗岩砖
gregtech:stone_bricks_small:2, 小块大理石砖
gregtech:stone_bricks_small:3, 小块玄武岩砖
gregtech:stone_bricks_small:4, 小块浅色混凝土砖
gregtech:stone_bricks_small:5, 小块深色混凝土砖
gregtech:stone_windmill_a:0, 风车形黑花岗岩瓷砖 A形
gregtech:stone_windmill_a:1, 风车形红花岗岩瓷砖 A形
gregtech:stone_windmill_a:2, 风车形大理石瓷砖 A形
gregtech:stone_windmill_a:3, 风车形玄武岩瓷砖 A形
gregtech:stone_windmill_a:4, 风车形浅色混凝土瓷砖 A形
gregtech:stone_windmill_a:5, 风车形深色混凝土瓷砖 A形
gregtech:stone_windmill_b:0, 风车形黑花岗岩瓷砖 B形
gregtech:stone_windmill_b:1, 风车形红花岗岩瓷砖 B形
gregtech:stone_windmill_b:2, 风车形大理石瓷砖 B形
gregtech:stone_windmill_b:3, 风车形玄武岩瓷砖 B形
gregtech:stone_windmill_b:4, 风车形浅色混凝土瓷砖 B形
gregtech:stone_windmill_b:5, 风车形深色混凝土瓷砖 B形
gregtech:stone_bricks_square:0, 格纹黑花岗岩砖
gregtech:stone_bricks_square:1, 格纹红花岗岩砖
gregtech:stone_bricks_square:2, 格纹大理石砖
gregtech:stone_bricks_square:3, 格纹玄武岩砖
gregtech:stone_bricks_square:4, 格纹浅色混凝土砖
gregtech:stone_bricks_square:5, 格纹深色混凝土砖
gregtech:planks:0, 橡胶木板
gregtech:planks:1, 防腐木板
gregtech:brittle_charcoal, Brittle Charcoal
gregtech:rubber_log, 橡胶木
gregtech:rubber_leaves, 橡胶树叶
gregtech:rubber_sapling, 橡胶树苗
gregtech:meta_block_compressed_157:4, 高速钢-G块
gregtech:meta_block_compressed_157:5, 红色合金块
gregtech:meta_block_compressed_157:7, 高速钢-E块
gregtech:meta_block_compressed_157:8, 高速钢-S块
gregtech:meta_block_compressed_157:15, 蓝色合金块
gregtech:meta_block_compressed_1:6, 铬块
gregtech:meta_block_compressed_1:7, 钴块
gregtech:meta_block_compressed_1:9, 铜块
gregtech:meta_block_compressed_1:11, [[钅达]]块
gregtech:meta_block_compressed_20:0, 焊锡块
gregtech:meta_block_compressed_20:1, 锰铝榴石块
gregtech:meta_block_compressed_20:3, 不锈钢块
gregtech:meta_block_compressed_20:4, 钢块
gregtech:meta_block_compressed_20:8, 锡铁合金块
gregtech:meta_block_compressed_20:9, 黄玉块
gregtech:meta_block_compressed_20:11, 哈氏合金块
gregtech:meta_block_compressed_20:13, 钙铬榴石块
gregtech:meta_block_compressed_20:14, 钒镓合金块
gregtech:meta_block_compressed_20:15, 锻铁块
gregtech:meta_block_compressed_7:0, 锡块
gregtech:meta_block_compressed_7:1, 钛块
gregtech:meta_block_compressed_7:3, 钨块
gregtech:meta_block_compressed_7:4, 铀 238块
gregtech:meta_block_compressed_7:5, 铀 235块
gregtech:meta_block_compressed_7:6, 钒块
gregtech:meta_block_compressed_7:9, 钇块
gregtech:meta_block_compressed_7:10, 锌块
gregtech:meta_block_compressed_7:12, 硅岩块
gregtech:meta_block_compressed_7:13, 富集硅岩块
gregtech:meta_block_compressed_7:14, 超能硅岩块
gregtech:meta_block_compressed_7:15, 中子素块
gregtech:meta_block_compressed_19:4, 镁铝榴石块
gregtech:meta_block_compressed_19:5, 岩盐块
gregtech:meta_block_compressed_19:6, 钌铱合金块
gregtech:meta_block_compressed_19:7, 红宝石块
gregtech:meta_block_compressed_19:8, 盐块
gregtech:meta_block_compressed_19:10, 蓝宝石块
gregtech:meta_block_compressed_19:12, 方钠石块
gregtech:meta_block_compressed_19:15, 焦炭块
gregtech:meta_block_compressed_21:2, 钇钡铜氧合金块
gregtech:meta_block_compressed_21:4, 石英岩块
gregtech:meta_block_compressed_21:8, 铱锇合金块
gregtech:meta_block_compressed_21:15, 砷化镓块
gregtech:meta_block_compressed_4:0, 钼块
gregtech:meta_block_compressed_4:2, 钕块
gregtech:meta_block_compressed_4:5, 镍块
gregtech:meta_block_compressed_4:7, 铌块
gregtech:meta_block_compressed_4:11, 锇块
gregtech:meta_block_compressed_4:13, 钯块
gregtech:meta_block_compressed_8:0, 三钛合金块
gregtech:meta_block_compressed_8:1, 铿铀块
gregtech:meta_block_compressed_8:2, 三元金属块
gregtech:meta_block_compressed_125:4, 橄榄石块
gregtech:meta_block_compressed_125:5, 猫眼石块
gregtech:meta_block_compressed_125:6, 紫水晶块
gregtech:meta_block_compressed_125:10, 磷灰石块
gregtech:meta_block_compressed_125:11, 黑钢块
gregtech:meta_block_compressed_125:12, 大马士革钢块
gregtech:meta_block_compressed_125:13, 钨钢块
gregtech:meta_block_compressed_125:14, 钴黄铜块
gregtech:meta_block_compressed_18:0, 坎塔尔合金块
gregtech:meta_block_compressed_18:1, 蓝金石块
gregtech:meta_block_compressed_18:2, 镁铝合金块
gregtech:meta_block_compressed_18:6, 镍铬合金块
gregtech:meta_block_compressed_18:7, 氮化铌块
gregtech:meta_block_compressed_18:8, 铌钛合金块
gregtech:meta_block_compressed_18:12, 标准纯银块
gregtech:meta_block_compressed_18:13, 玫瑰金块
gregtech:meta_block_compressed_18:14, 黑青铜块
gregtech:meta_block_compressed_18:15, 铋青铜块
gregtech:meta_block_compressed_3:0, 铟块
gregtech:meta_block_compressed_3:2, 铱块
gregtech:meta_block_compressed_3:7, 铅块
gregtech:meta_block_compressed_3:13, 锰块
gregtech:meta_block_compressed_26:0, 末影珍珠块
gregtech:meta_block_compressed_26:2, 磁化钕块
gregtech:meta_block_compressed_26:7, 磁化钐块
gregtech:meta_block_compressed_26:8, 磷化锰块
gregtech:meta_block_compressed_26:9, 二硼化镁块
gregtech:meta_block_compressed_26:10, 汞钡铜酸钙块
gregtech:meta_block_compressed_26:11, 三铂化铀块
gregtech:meta_block_compressed_26:12, 氧化钐铁砷合金块
gregtech:meta_block_compressed_26:13, 铟锡钡钛铜合金块
gregtech:meta_block_compressed_26:14, 铀铑硅岩合金块
gregtech:meta_block_compressed_26:15, 富集硅岩三元铕铿铀合金块
gregtech:meta_block_compressed_2:1, 铕块
gregtech:meta_block_compressed_2:7, 镓块
gregtech:meta_block_compressed_66:12, 橡胶块
gregtech:meta_block_compressed_5:0, 铂块
gregtech:meta_block_compressed_5:1, 钚 239块
gregtech:meta_block_compressed_5:2, 钚 241块
gregtech:meta_block_compressed_5:10, 铑块
gregtech:meta_block_compressed_5:13, 钌块
gregtech:meta_block_compressed_5:15, 钐块
gregtech:meta_block_compressed_6:3, 硅块
gregtech:meta_block_compressed_6:4, 银块
gregtech:meta_block_compressed_6:8, 钽块
gregtech:meta_block_compressed_6:13, 钍块
gregtech:meta_block_compressed_16:0, 电池合金块
gregtech:meta_block_compressed_16:1, 蓝黄玉块
gregtech:meta_block_compressed_16:3, 黄铜块
gregtech:meta_block_compressed_16:4, 青铜块
gregtech:meta_block_compressed_16:10, 木炭块
gregtech:meta_block_compressed_16:12, 朱砂块
gregtech:meta_block_compressed_62:8, 硅胶块
gregtech:meta_block_compressed_62:12, 丁苯橡胶块
gregtech:meta_block_compressed_62:14, 纤维增强环氧树脂块
gregtech:meta_block_compressed_62:15, 聚氯乙烯 (PVC)块
gregtech:meta_block_compressed_63:0, 聚苯硫醚块
gregtech:meta_block_compressed_63:2, 聚苯并咪唑 (PBI)块
gregtech:meta_block_compressed_63:4, 聚乙烯 (PE)块
gregtech:meta_block_compressed_63:5, 环氧树脂块
gregtech:meta_block_compressed_63:7, 聚己内酰胺块
gregtech:meta_block_compressed_63:8, 聚四氟乙烯 (PTFE)块
gregtech:meta_block_compressed_63:9, 糖块
gregtech:meta_block_compressed_156:12, 末影之眼块
gregtech:meta_block_compressed_156:14, 红钢块
gregtech:meta_block_compressed_156:15, 蓝钢块
gregtech:meta_block_compressed_17:2, 白铜块
gregtech:meta_block_compressed_17:5, 琥珀金块
gregtech:meta_block_compressed_17:9, 绿色蓝宝石块
gregtech:meta_block_compressed_17:10, 钙铝榴石块
gregtech:meta_block_compressed_17:13, 金红石块
gregtech:meta_block_compressed_17:15, 殷钢块
gregtech:meta_block_compressed_67:2, 聚乙烯丁醛块
gregtech:meta_block_compressed_0:2, 铝块
gregtech:meta_block_compressed_0:3, 镅块
gregtech:meta_block_compressed_0:4, 锑块
gregtech:meta_block_compressed_0:10, 铍块
gregtech:meta_block_compressed_0:11, 铋块
gregtech:meta_block_compressed_15:10, 铁铝榴石块
gregtech:meta_block_compressed_15:11, 钙铁榴石块
gregtech:meta_block_compressed_15:12, 退火铜块
gregtech:meta_block_compressed_127:3, 磁化钢块
gregtech:meta_block_compressed_127:4, 钒钢块
gregtech:meta_block_compressed_127:5, 粗青铜合金块
gregtech:meta_block_compressed_127:6, 硼硅玻璃块
gregtech:meta_block_compressed_127:10, 硅岩合金块
gregtech:meta_block_compressed_13:6, 赛特斯石英块
gregtech:meta_block_compressed_100:2, 下界之星块
gregtech:meta_block_compressed_24:1, 孔雀石块
gregtech:meta_block_compressed_24:11, 磁化铁块
gregtech:meta_block_compressed_24:12, 碳化钨块
gregtech:meta_block_compressed_22:2, 磷化镓块
gregtech:meta_block_compressed_22:3, 镍锌铁氧体块
gregtech:meta_block_compressed_22:13, 雄黄块
gregtech:meta_block_compressed_126:0, 红石榴石块
gregtech:meta_block_compressed_126:1, 黄石榴石块
gregtech:meta_block_compressed_126:13, 独居石块
gregtech:meta_block_compressed_27:0, 钌三元镅中子素合金块
gregtech:meta_block_compressed_128:1, 燧石块
gregtech:meta_block_compressed_128:14, 镀铑钯合金块
